A,B,D1,D2,D4,D5,E2,E3,E4,F11,F12,F13,F14,F21,F22,F23,F24,F25,F26,F31,F32,F33,F35,G,0,1,2,3,4,0,1,2,3,0,1,2,3,4,5,6
-0.043203059435654466,-0.00877423005052095,-0.029207856476396336,-0.07153940206578384,-0.17611866309122995,-0.4785647371700702,-0.19236492771281447,-0.24924026327146384,-0.005470050173746736,0.8479963150621833,0.8479963150621833,0.8479963150621833,0.15059363220184435,0.3273632711774379,-0.20470878278902008,0.13317678255970195,0.6018331499468572,-0.37227534198150825,-0.15911585384239538,0.9538442864790168,-0.03820331365241544,0.7574039954279471,0.043932045411439566,-0.294617864861992,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
-0.06997682114917522,0.006180904545690413,-0.029207856476396336,-0.07153940206578384,-0.2898137535305064,-0.4755508733967128,-0.19236492771281447,-0.24924026327146384,-0.0016386325492256596,0.8479963150621833,0.8479963150621833,0.8479963150621833,0.15059363220184435,0.3226013664155331,-0.20470878278902008,0.13317678255970195,0.6018331499468572,-0.37227534198150825,-0.15911585384239538,0.9538442864790168,-0.03820331365241544,0.7574039954279471,0.043932045411439566,-0.294617864861992,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
-0.046549779649844567,0.020139030168821025,-0.029207856476396336,-0.07153940206578384,-0.16836672510673384,-0.4713314641140123,-0.19236492771281447,-0.24446243240667645,0.002192785075295416,0.8479963150621833,0.8479963150621833,0.8479963150621833,0.15059363220184435,0.3178394616536285,-0.2087573657849715,0.13317678255970195,0.6018331499468572,-0.37227534198150825,-0.15911585384239538,0.9538442864790168,-0.03820331365241544,0.7574039954279471,0.043932045411439566,-0.294617864861992,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
-0.01977601793632382,0.04705827244200149,-0.029207856476396336,-0.07153940206578384,-0.19937447704471836,-0.4665092820766405,-0.19236492771281447,-0.24446243240667645,0.006024202699816492,0.8479963150621833,0.8479963150621833,0.8479963150621833,0.15059363220184435,0.3130775568917237,-0.2087573657849715,0.13317678255970195,0.6018331499468572,-0.37227534198150825,-0.15911585384239538,0.9538442864790168,-0.03820331365241544,0.7574039954279471,0.043932045411439566,-0.294617864861992,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0.06389198741842854,0.05802537114588983,-0.029207856476396336,-0.07153940206578384,-0.22263029099820664,-0.4604815545299256,-0.19236492771281447,-0.23968460154188906,0.009855620324337568,0.8479963150621833,0.8479963150621833,0.8479963150621833,0.15059363220184435,0.3035537473679142,-0.2087573657849715,0.13317678255970195,0.6018331499468572,-0.37227534198150825,-0.15911585384239538,0.9538442864790168,-0.03820331365241544,0.7574039954279471,0.043932045411439566,-0.294617864861992,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
-0.0833637020059356,0.06001938909205134,-0.029207856476396336,-0.07153940206578384,-0.3389093607656486,-0.4568649180018966,-0.19236492771281447,-0.23968460154188906,0.013687037948858644,0.8479963150621833,0.8479963150621833,0.8479963150621833,0.15059363220184435,0.2987918426060094,-0.2087573657849715,0.13317678255970195,0.6018331499468572,-0.37227534198150825,-0.15911585384239538,0.9538442864790168,-0.03820331365241544,0.7574039954279471,0.043932045411439566,-0.294617864861992,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
-0.05658994029241485,0.08743713585177218,-0.029207856476396336,-0.07153940206578384,-0.30660961916358137,-0.4472205539271528,-0.19236492771281447,-0.2349067706771017,0.021349873197900757,0.8479963150621833,0.8479963150621833,0.8479963150621833,0.15059363220184435,0.2892680330821999,-0.2087573657849715,0.13317678255970195,0.6018331499468572,-0.37227534198150825,-0.15911585384239538,0.9538442864790168,-0.03820331365241544,0.7574039954279471,0.043932045411439566,-0.294617864861992,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
-0.036509619007274285,0.09042816277101444,-0.029207856476396336,-0.07153940206578384,-0.2342581979749509,-0.4417955991351094,-0.19236492771281447,-0.2301289398123143,0.024223436416291586,0.8479963150621833,0.8479963150621833,0.8479963150621833,0.15059363220184435,0.2845061283202951,-0.21280594878092293,0.13317678255970195,0.6018331499468572,-0.37227534198150825,-0.15911585384239538,0.9538442864790168,-0.03820331365241544,0.7574039954279471,0.043932045411439566,-0.294617864861992,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
-0.023122738150513918,0.08793564033831255,-0.029207856476396336,-0.07153940206578384,-0.2639739602488527,-0.4345623260790516,-0.19236492771281447,-0.2301289398123143,0.028054854040812656,0.8479963150621833,0.8479963150621833,0.8479963150621833,0.15059363220184435,0.27974422355839035,-0.21280594878092293,0.13317678255970195,0.6018331499468572,-0.37227534198150825,-0.15911585384239538,0.9538442864790168,-0.03820331365241544,0.7574039954279471,0.043932045411439566,-0.294617864861992,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
-0.023122738150513918,0.0914251717440952,-0.029207856476396336,-0.07153940206578384,-0.14769489048141085,-0.4273290530229937,-0.19236492771281447,-0.2253511089475269,0.03188627166533373,0.8479963150621833,0.8479963150621833,0.8479963150621833,0.15059363220184435,0.2702204140345808,-0.21280594878092293,0.13317678255970195,0.6018331499468572,-0.37227534198150825,-0.15911585384239538,0.9538442864790168,-0.03820331365241544,0.7574039954279471,0.043932045411439566,-0.294617864861992,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
