,A,B,C,D1,D2,D3,D4,D5,E1,E2,E3,E4,F11,F12,F13,F14,F21,F22,F23,F24,F25,F26,F31,F32,F33,F34,F35,G,H
1319,-2.21,1.45,D,92,807,,20.03,24.98,G,1,1.25,2.29,0,0,0,0,0.79,0.06,23.41,3682.3,2.5,92,0,0,0,0,0,4,A
1320,-3.38,1.12,E,92,807,,18.75,24.86,G,1,1.23,2.29,0,0,0,0,0.79,0.06,22,3682.3,2.5,92,0,0,0,0,0,4,A
1321,-2.45,1.54,E,92,807,,24.59,24.74,G,1,1.22,2.29,0,0,0,0,0.8,0.06,22,3682.3,2.5,92,0,0,0,0,0,4,A
1322,-2.02,1.09,E,92,807,,21.25,24.71,G,1,1.21,2.29,0,0,0,0,0.8,0.06,22,3682.3,2.5,92,0,0,0,0,0,4,A
1323,-3.34,0.71,E,92,807,,17.55,24.67,G,1,1.2,2.29,0,0,0,0,0.8,0.06,22,3682.3,2.5,92,0,0,0,0,0,4,A
1324,-3.33,0.49,E,92,807,,3.21,24.56,G,1,1.19,2.29,0,0,0,0,0.8,0.06,22,3682.3,2.5,92,0,0,0,0,0,4,A
1325,-2.63,0.55,E,92,807,,15.54,24.59,G,1,1.19,2.29,0,0,0,0,0.8,0.06,22,3682.3,2.5,92,0,0,0,0,0,4,A
1326,-2.03,0.58,E,92,807,,11.66,24.52,G,1,1.18,2.29,0,0,0,0,0.81,0.06,22,3682.3,2.5,92,0,0,0,0,0,4,A
1327,-2.45,0.41,E,92,807,,17.55,24.48,G,1,1.17,2.29,0,0,0,0,0.81,0.06,22,3682.3,2.5,92,0,0,0,0,0,4,A
1328,0,0.54,E,92,807,,5.9,24.34,G,1,1.16,2.29,0,0,0,0,0.81,0.06,22,3682.3,2.5,92,0,0,0,0,0,4,A
1329,-0.86,0.39,E,92,807,,17.89,24.36,G,1,1.16,2.29,0,0,0,0,0.81,0.06,22,3682.3,2.5,92,0,0,0,0,0,4,A
1330,-0.47,0.4,E,92,807,,14.08,24.29,G,1,1.15,2.29,0,0,0,0,0.81,0.06,22,3682.3,2.5,92,0,0,0,0,0,4,A
1331,0.5,0.17,E,92,807,,13.78,24.23,G,1,1.14,2.29,0,0,0,0,0.82,0.06,22,3682.3,2.5,92,0,0,0,0,0,4,A
1332,-0.41,-0.01,E,92,807,,11.82,24.08,G,1,1.13,2.29,0,0,0,0,0.82,0.06,22,3682.3,2.5,92,0,0,0,0,0,4,A
1333,1.03,0.01,E,92,807,,19.95,24.09,G,1,1.12,2.29,0,0,0,0,0.82,0.06,22,3682.3,2.5,92,0,0,0,0,0,4,A
1334,1.9,-0.13,E,92,807,,15.01,23.97,G,1,1.12,2.29,0,0,0,0,0.82,0.06,22,3682.3,2.5,92,0,0,0,0,0,4,A
1335,1.86,-0.26,E,92,807,,15.78,23.97,G,1,1.11,2.29,0,0,0,0,0.82,0.06,22,3682.3,2.5,92,0,0,0,0,0,4,A
1336,2.1,-0.38,E,92,807,,15.98,23.86,G,1,1.1,2.29,0,0,0,0,0.83,0.06,22,3682.3,2.5,92,0,0,0,0,0,4,A
1337,-0.13,0.19,E,92,807,,20.79,23.86,G,1,1.09,2.29,0,0,0,0,0.83,0.06,22,3682.3,2.5,92,0,0,0,0,0,4,A
1338,-0.03,1.02,E,92,807,,15.94,23.77,G,1,1.08,2.29,0,0,0,0,0.83,0.06,22,3682.3,2.5,92,0,0,0,0,0,4,A
1339,-0.87,2.06,E,92,807,,21.95,23.73,G,1,1.06,2.29,0,0,0,0,0.83,0.06,23.41,3682.3,2.5,92,0,0,0,0,0,4,A
1340,-0.59,0.07,C,105,820,,23.79,25.49,G,1,1.31,2.29,0,0,0,0,0.77,0.26,10.53,3682.3,8.9,105,0,0,0,0,0,4,B
1341,-0.39,0.05,C,105,820,,22.39,25.34,G,1,1.28,2.29,0,0,0,0,0.78,0.26,7.51,3682.3,8.9,105,0,0,0,0,0,4,B
1342,-1.01,-0.01,D,105,820,,13.41,25.08,G,1,1.26,2.29,0,0,0,0,0.79,0.26,6.28,3682.3,8.9,105,0,0,0,0,0,4,B
1343,-1.03,0.11,D,105,820,,20.03,24.98,G,1,1.25,2.29,0,0,0,0,0.79,0.26,5.4,3682.3,8.9,105,0,0,0,0,0,4,B
1344,-1.25,0.24,E,105,820,,18.75,24.86,G,1,1.23,2.29,0,0,0,0,0.79,0.26,5.08,3682.3,8.9,105,0,0,0,0,0,4,B
1345,-1.79,0.54,E,105,820,,24.59,24.74,G,1,1.22,2.29,0,0,0,0,0.8,0.26,5.08,3682.3,8.9,105,0,0,0,0,0,4,B
1346,-1.45,0.53,E,105,820,,21.25,24.71,G,1,1.21,2.29,0,0,0,0,0.8,0.26,5.08,3682.3,8.9,105,0,0,0,0,0,4,B
1347,-2.05,0.13,E,105,820,,17.55,24.67,G,1,1.2,2.29,0,0,0,0,0.8,0.26,5.08,3682.3,8.9,105,0,0,0,0,0,4,B
1348,-1.61,-0.15,E,105,820,,3.21,24.56,G,1,1.19,2.29,0,0,0,0,0.8,0.26,5.08,3682.3,8.9,105,0,0,0,0,0,4,B
1349,-1.74,-0.26,E,105,820,,15.54,24.59,G,1,1.19,2.29,0,0,0,0,0.8,0.26,5.08,3682.3,8.9,105,0,0,0,0,0,4,B
1350,-1.46,-0.21,E,105,820,,11.66,24.52,G,1,1.18,2.29,0,0,0,0,0.81,0.27,5.08,3682.3,8.9,105,0,0,0,0,0,4,B
1351,-1.25,-0.42,E,105,820,,17.55,24.48,G,1,1.17,2.29,0,0,0,0,0.81,0.27,5.08,3682.3,8.9,105,0,0,0,0,0,4,B
1352,1.7,-0.49,E,105,820,,5.9,24.34,G,1,1.16,2.29,0,0,0,0,0.81,0.27,5.08,3682.3,8.9,105,0,0,0,0,0,4,B
1353,0.51,-0.44,E,105,820,,17.89,24.36,G,1,1.16,2.29,0,0,0,0,0.81,0.27,5.08,3682.3,8.9,105,0,0,0,0,0,4,B
1354,0.62,-0.31,E,105,820,,14.08,24.29,G,1,1.15,2.29,0,0,0,0,0.81,0.27,5.08,3682.3,8.9,105,0,0,0,0,0,4,B
1355,1.12,-0.34,E,105,820,,13.78,24.23,G,1,1.14,2.29,0,0,0,0,0.82,0.27,5.08,3682.3,8.9,105,0,0,0,0,0,4,B
1356,1.38,-0.48,E,105,820,,11.82,24.08,G,1,1.13,2.29,0,0,0,0,0.82,0.27,5.08,3682.3,8.9,105,0,0,0,0,0,4,B
1357,1.85,-0.09,E,105,820,,19.95,24.09,G,1,1.12,2.29,0,0,0,0,0.82,0.27,5.08,3682.3,8.9,105,0,0,0,0,0,4,B
1358,3.79,-0.41,E,105,820,,15.01,23.97,G,1,1.12,2.29,0,0,0,0,0.82,0.27,5.08,3682.3,8.9,105,0,0,0,0,0,4,B
1359,2.42,0.02,E,105,820,,15.78,23.97,G,1,1.11,2.29,0,0,0,0,0.82,0.27,5.08,3682.3,8.9,105,0,0,0,0,0,4,B
1360,2.32,-0.39,E,105,820,,15.98,23.86,G,1,1.1,2.29,0,0,0,0,0.83,0.27,5.08,3682.3,8.9,105,0,0,0,0,0,4,B
1361,1.01,0.04,E,105,820,,20.79,23.86,G,1,1.09,2.29,0,0,0,0,0.83,0.27,5.08,3682.3,8.9,105,0,0,0,0,0,4,B
1362,0.86,0.45,E,105,820,,15.94,23.77,G,1,1.08,2.29,0,0,0,0,0.83,0.27,5.08,3682.3,8.9,105,0,0,0,0,0,4,B
1363,-0.55,1.41,E,105,820,,21.95,23.73,G,1,1.06,2.29,0,0,0,0,0.83,0.27,5.4,3682.3,8.9,105,0,0,0,0,0,4,B
1364,0.01,0.34,C,120,835,,23.79,25.49,G,1,1.31,2.29,0,0,0,0,0.77,0.44,6.17,3682.3,16.5,120,0,0,0,0,0,4,C
1365,-0.19,0.76,C,120,835,,22.39,25.34,G,1,1.28,2.29,0,0,0,0,0.78,0.44,4.4,3682.3,16.5,120,0,0,0,0,0,4,C
1366,-0.01,0.96,D,120,835,,13.41,25.08,G,1,1.26,2.29,0,0,0,0,0.79,0.44,3.68,3682.3,16.5,120,0,0,0,0,0,4,C
1367,-1.53,0.9,D,120,835,,20.03,24.98,G,1,1.25,2.29,0,0,0,0,0.79,0.44,3.16,3682.3,16.5,120,0,0,0,0,0,4,C
1368,-1.95,0.83,E,120,835,,18.75,24.86,G,1,1.23,2.29,0,0,0,0,0.79,0.45,2.97,3682.3,16.5,120,0,0,0,0,0,4,C
1369,-2.19,1.1,E,120,835,,24.59,24.74,G,1,1.22,2.29,0,0,0,0,0.8,0.45,2.97,3682.3,16.5,120,0,0,0,0,0,4,C
1370,-1.65,0.8,E,120,835,,21.25,24.71,G,1,1.21,2.29,0,0,0,0,0.8,0.45,2.97,3682.3,16.5,120,0,0,0,0,0,4,C
1371,-2.35,0.7,E,120,835,,17.55,24.67,G,1,1.2,2.29,0,0,0,0,0.8,0.45,2.97,3682.3,16.5,120,0,0,0,0,0,4,C
1372,-0.51,0.55,E,120,835,,3.21,24.56,G,1,1.19,2.29,0,0,0,0,0.8,0.45,2.97,3682.3,16.5,120,0,0,0,0,0,4,C
1373,-1.34,0.81,E,120,835,,15.54,24.59,G,1,1.19,2.29,0,0,0,0,0.8,0.45,2.97,3682.3,16.5,120,0,0,0,0,0,4,C
1374,-1.16,0.88,E,120,835,,11.66,24.52,G,1,1.18,2.29,0,0,0,0,0.81,0.45,2.97,3682.3,16.5,120,0,0,0,0,0,4,C
1375,-0.35,0.8,E,120,835,,17.55,24.48,G,1,1.17,2.29,0,0,0,0,0.81,0.45,2.97,3682.3,16.5,120,0,0,0,0,0,4,C
1376,1.4,0.83,E,120,835,,5.9,24.34,G,1,1.16,2.29,0,0,0,0,0.81,0.46,2.97,3682.3,16.5,120,0,0,0,0,0,4,C
1377,0.11,0.86,E,120,835,,17.89,24.36,G,1,1.16,2.29,0,0,0,0,0.81,0.46,2.97,3682.3,16.5,120,0,0,0,0,0,4,C
1378,0.92,0.86,E,120,835,,14.08,24.29,G,1,1.15,2.29,0,0,0,0,0.81,0.46,2.97,3682.3,16.5,120,0,0,0,0,0,4,C
1379,1.62,0.76,E,120,835,,13.78,24.23,G,1,1.14,2.29,0,0,0,0,0.82,0.46,2.97,3682.3,16.5,120,0,0,0,0,0,4,C
1380,1.98,0.61,E,120,835,,11.82,24.08,G,1,1.13,2.29,0,0,0,0,0.82,0.46,2.97,3682.3,16.5,120,0,0,0,0,0,4,C
1381,2.65,0.62,E,120,835,,19.95,24.09,G,1,1.12,2.29,0,0,0,0,0.82,0.46,2.97,3682.3,16.5,120,0,0,0,0,0,4,C
1382,4.79,0.49,E,120,835,,15.01,23.97,G,1,1.12,2.29,0,0,0,0,0.82,0.46,2.97,3682.3,16.5,120,0,0,0,0,0,4,C
1383,1.22,0.6,E,120,835,,15.78,23.97,G,1,1.11,2.29,0,0,0,0,0.82,0.46,2.97,3682.3,16.5,120,0,0,0,0,0,4,C
1384,4.12,0.44,E,120,835,,15.98,23.86,G,1,1.1,2.29,0,0,0,0,0.83,0.47,2.97,3682.3,16.5,120,0,0,0,0,0,4,C
1385,1.11,0.98,E,120,835,,20.79,23.86,G,1,1.09,2.29,0,0,0,0,0.83,0.47,2.97,3682.3,16.5,120,0,0,0,0,0,4,C
1386,1.86,1.53,E,120,835,,15.94,23.77,G,1,1.08,2.29,0,0,0,0,0.83,0.47,2.97,3682.3,16.5,120,0,0,0,0,0,4,C
1387,0.05,2.52,E,120,835,,21.95,23.73,G,1,1.06,2.29,0,0,0,0,0.83,0.47,3.16,3682.3,16.5,120,0,0,0,0,0,4,C
1388,-0.39,0.09,C,134,849,,23.79,25.49,G,1,1.31,2.29,0,0,0,0,0.77,0.6,4.45,3682.3,32,134,0,0,0,0,0,4,D
1389,0.01,0.15,C,134,849,,22.39,25.34,G,1,1.28,2.29,0,0,0,0,0.78,0.61,3.17,3682.3,32,134,0,0,0,0,0,4,D
1390,0.19,-0.02,D,134,849,,13.41,25.08,G,1,1.26,2.29,0,0,0,0,0.79,0.61,2.65,3682.3,32,134,0,0,0,0,0,4,D
1391,-0.83,0.52,D,134,849,,20.03,24.98,G,1,1.25,2.29,0,0,0,0,0.79,0.62,2.28,3682.3,32,134,0,0,0,0,0,4,D
1392,-1.55,0.34,E,134,849,,18.75,24.86,G,1,1.23,2.29,0,0,0,0,0.79,0.62,2.14,3682.3,32,134,0,0,0,0,0,4,D
1393,-0.79,0.76,E,134,849,,24.59,24.74,G,1,1.22,2.29,0,0,0,0,0.8,0.62,2.14,3682.3,32,134,0,0,0,0,0,4,D
1394,-0.85,0.99,E,134,849,,21.25,24.71,G,1,1.21,2.29,0,0,0,0,0.8,0.62,2.14,3682.3,32,134,0,0,0,0,0,4,D
1395,-1.95,0.88,E,134,849,,17.55,24.67,G,1,1.2,2.29,0,0,0,0,0.8,0.62,2.14,3682.3,32,134,0,0,0,0,0,4,D
1396,-1.21,0.45,E,134,849,,3.21,24.56,G,1,1.19,2.29,0,0,0,0,0.8,0.63,2.14,3682.3,32,134,0,0,0,0,0,4,D
1397,-0.34,0.71,E,134,849,,15.54,24.59,G,1,1.19,2.29,0,0,0,0,0.8,0.63,2.14,3682.3,32,134,0,0,0,0,0,4,D
1398,-0.06,0.56,E,134,849,,11.66,24.52,G,1,1.18,2.29,0,0,0,0,0.81,0.63,2.14,3682.3,32,134,0,0,0,0,0,4,D
1399,0.15,0.54,E,134,849,,17.55,24.48,G,1,1.17,2.29,0,0,0,0,0.81,0.63,2.14,3682.3,32,134,0,0,0,0,0,4,D
1400,2.5,0.62,E,134,849,,5.9,24.34,G,1,1.16,2.29,0,0,0,0,0.81,0.63,2.14,3682.3,32,134,0,0,0,0,0,4,D
1401,1.31,0.52,E,134,849,,17.89,24.36,G,1,1.16,2.29,0,0,0,0,0.81,0.63,2.14,3682.3,32,134,0,0,0,0,0,4,D
1402,2.12,0.34,E,134,849,,14.08,24.29,G,1,1.15,2.29,0,0,0,0,0.81,0.63,2.14,3682.3,32,134,0,0,0,0,0,4,D
1403,3.02,0.54,E,134,849,,13.78,24.23,G,1,1.14,2.29,0,0,0,0,0.82,0.64,2.14,3682.3,32,134,0,0,0,0,0,4,D
1404,3.38,0.53,E,134,849,,11.82,24.08,G,1,1.13,2.29,0,0,0,0,0.82,0.64,2.14,3682.3,32,134,0,0,0,0,0,4,D
1405,3.15,0.48,E,134,849,,19.95,24.09,G,1,1.12,2.29,0,0,0,0,0.82,0.64,2.14,3682.3,32,134,0,0,0,0,0,4,D
1406,5.39,0.51,E,134,849,,15.01,23.97,G,1,1.12,2.29,0,0,0,0,0.82,0.64,2.14,3682.3,32,134,0,0,0,0,0,4,D
1407,4.22,0.74,E,134,849,,15.78,23.97,G,1,1.11,2.29,0,0,0,0,0.82,0.64,2.14,3682.3,32,134,0,0,0,0,0,4,D
1408,5.02,0.52,E,134,849,,15.98,23.86,G,1,1.1,2.29,0,0,0,0,0.83,0.65,2.14,3682.3,32,134,0,0,0,0,0,4,D
1409,2.11,0.81,E,134,849,,20.79,23.86,G,1,1.09,2.29,0,0,0,0,0.83,0.65,2.14,3682.3,32,134,0,0,0,0,0,4,D
1410,1.66,1.25,E,134,849,,15.94,23.77,G,1,1.08,2.29,0,0,0,0,0.83,0.65,2.14,3682.3,32,134,0,0,0,0,0,4,D
1411,0.15,2.09,E,134,849,,21.95,23.73,G,1,1.06,2.29,0,0,0,0,0.83,0.65,2.28,3682.3,32,134,0,0,0,0,0,4,D
1412,-0.79,-0.73,C,154,869,,23.79,25.49,G,1,1.31,2.29,0,0,0,0,0.77,0.77,3.47,3682.3,43,154,0,0,0,0,0,4,E
1413,-0.09,-0.66,C,154,869,,22.39,25.34,G,1,1.28,2.29,0,0,0,0,0.78,0.78,2.47,3682.3,43,154,0,0,0,0,0,4,E
1414,-0.01,-0.71,D,154,869,,13.41,25.08,G,1,1.26,2.29,0,0,0,0,0.79,0.79,2.07,3682.3,43,154,0,0,0,0,0,4,E
1415,0.17,-0.46,D,154,869,,20.03,24.98,G,1,1.25,2.29,0,0,0,0,0.79,0.79,1.78,3682.3,43,154,0,0,0,0,0,4,E
1416,-1.55,-0.46,E,154,869,,18.75,24.86,G,1,1.23,2.29,0,0,0,0,0.79,0.79,1.67,3682.3,43,154,0,0,0,0,0,4,E
1417,-1.59,0.1,E,154,869,,24.59,24.74,G,1,1.22,2.29,0,0,0,0,0.8,0.8,1.67,3682.3,43,154,0,0,0,0,0,4,E
1418,0.15,-0.19,E,154,869,,21.25,24.71,G,1,1.21,2.29,0,0,0,0,0.8,0.8,1.67,3682.3,43,154,0,0,0,0,0,4,E
1419,-0.95,-0.62,E,154,869,,17.55,24.67,G,1,1.2,2.29,0,0,0,0,0.8,0.8,1.67,3682.3,43,154,0,0,0,0,0,4,E
1420,-1.01,-0.88,E,154,869,,3.21,24.56,G,1,1.19,2.29,0,0,0,0,0.8,0.8,1.67,3682.3,43,154,0,0,0,0,0,4,E
1421,0.36,-0.58,E,154,869,,15.54,24.59,G,1,1.19,2.29,0,0,0,0,0.8,0.8,1.67,3682.3,43,154,0,0,0,0,0,4,E
1422,-0.06,-0.9,E,154,869,,11.66,24.52,G,1,1.18,2.29,0,0,0,0,0.81,0.81,1.67,3682.3,43,154,0,0,0,0,0,4,E
1423,0.45,-0.82,E,154,869,,17.55,24.48,G,1,1.17,2.29,0,0,0,0,0.81,0.81,1.67,3682.3,43,154,0,0,0,0,0,4,E
1424,3.6,-0.75,E,154,869,,5.9,24.34,G,1,1.16,2.29,0,0,0,0,0.81,0.81,1.67,3682.3,43,154,0,0,0,0,0,4,E
1425,2.71,-0.81,E,154,869,,17.89,24.36,G,1,1.16,2.29,0,0,0,0,0.81,0.81,1.67,3682.3,43,154,0,0,0,0,0,4,E
1426,3.52,-0.77,E,154,869,,14.08,24.29,G,1,1.15,2.29,0,0,0,0,0.81,0.81,1.67,3682.3,43,154,0,0,0,0,0,4,E
1427,5.12,-0.78,E,154,869,,13.78,24.23,G,1,1.14,2.29,0,0,0,0,0.82,0.82,1.67,3682.3,43,154,0,0,0,0,0,4,E
1428,5.58,-0.94,E,154,869,,11.82,24.08,G,1,1.13,2.29,0,0,0,0,0.82,0.82,1.67,3682.3,43,154,0,0,0,0,0,4,E
1429,4.85,-0.55,E,154,869,,19.95,24.09,G,1,1.12,2.29,0,0,0,0,0.82,0.82,1.67,3682.3,43,154,0,0,0,0,0,4,E
1430,7.19,-0.76,E,154,869,,15.01,23.97,G,1,1.12,2.29,0,0,0,0,0.82,0.82,1.67,3682.3,43,154,0,0,0,0,0,4,E
1431,6.22,-0.41,E,154,869,,15.78,23.97,G,1,1.11,2.29,0,0,0,0,0.82,0.82,1.67,3682.3,43,154,0,0,0,0,0,4,E
1432,6.42,-0.73,E,154,869,,15.98,23.86,G,1,1.1,2.29,0,0,0,0,0.83,0.83,1.67,3682.3,43,154,0,0,0,0,0,4,E
1433,4.21,-0.2,E,154,869,,20.79,23.86,G,1,1.09,2.29,0,0,0,0,0.83,0.83,1.67,3682.3,43,154,0,0,0,0,0,4,E
1434,2.26,0.39,E,154,869,,15.94,23.77,G,1,1.08,2.29,0,0,0,0,0.83,0.83,1.67,3682.3,43,154,0,0,0,0,0,4,E
1435,0.85,1.47,E,154,869,,21.95,23.73,G,1,1.06,2.29,0,0,0,0,0.83,0.83,1.78,3682.3,43,154,0,0,0,0,0,4,E
1436,0.91,2.35,C,323,1038,,23.79,25.49,G,1,1.31,2.29,0,0,0,0,0.77,0.77,3.47,3682.3,43,323,0,0,0,0,0,4,F
1437,0.41,2.46,C,323,1038,,22.39,25.34,G,1,1.28,2.29,0,0,0,0,0.78,0.78,2.47,3682.3,43,323,0,0,0,0,0,4,F
1438,1.39,2.21,D,323,1038,,13.41,25.08,G,1,1.26,2.29,0,0,0,0,0.79,0.79,2.07,3682.3,43,323,0,0,0,0,0,4,F
1439,-0.53,2.21,D,323,1038,,20.03,24.98,G,1,1.25,2.29,0,0,0,0,0.79,0.79,1.78,3682.3,43,323,0,0,0,0,0,4,F
1440,0.05,1.81,E,323,1038,,18.75,24.86,G,1,1.23,2.29,0,0,0,0,0.79,0.79,1.67,3682.3,43,323,0,0,0,0,0,4,F
1441,1.71,1.87,E,323,1038,,24.59,24.74,G,1,1.22,2.29,0,0,0,0,0.8,0.8,1.67,3682.3,43,323,0,0,0,0,0,4,F
1442,-0.45,1.69,E,323,1038,,21.25,24.71,G,1,1.21,2.29,0,0,0,0,0.8,0.8,1.67,3682.3,43,323,0,0,0,0,0,4,F
1443,1.65,1.15,E,323,1038,,17.55,24.67,G,1,1.2,2.29,0,0,0,0,0.8,0.8,1.67,3682.3,43,323,0,0,0,0,0,4,F
1444,1.49,0.71,E,323,1038,,3.21,24.56,G,1,1.19,2.29,0,0,0,0,0.8,0.8,1.67,3682.3,43,323,0,0,0,0,0,4,F
1445,0.36,0.82,E,323,1038,,15.54,24.59,G,1,1.19,2.29,0,0,0,0,0.8,0.8,1.67,3682.3,43,323,0,0,0,0,0,4,F
1446,0.94,0.75,E,323,1038,,11.66,24.52,G,1,1.18,2.29,0,0,0,0,0.81,0.81,1.67,3682.3,43,323,0,0,0,0,0,4,F
1447,1.45,0.5,E,323,1038,,17.55,24.48,G,1,1.17,2.29,0,0,0,0,0.81,0.81,1.67,3682.3,43,323,0,0,0,0,0,4,F
1448,3.7,0.53,E,323,1038,,5.9,24.34,G,1,1.16,2.29,0,0,0,0,0.81,0.81,1.67,3682.3,43,323,0,0,0,0,0,4,F
1449,4.01,0.44,E,323,1038,,17.89,24.36,G,1,1.16,2.29,0,0,0,0,0.81,0.81,1.67,3682.3,43,323,0,0,0,0,0,4,F
1450,6.12,0.6,E,323,1038,,14.08,24.29,G,1,1.15,2.29,0,0,0,0,0.81,0.81,1.67,3682.3,43,323,0,0,0,0,0,4,F
1451,7.62,0.51,E,323,1038,,13.78,24.23,G,1,1.14,2.29,0,0,0,0,0.82,0.82,1.67,3682.3,43,323,0,0,0,0,0,4,F
1452,7.98,0.13,E,323,1038,,11.82,24.08,G,1,1.13,2.29,0,0,0,0,0.82,0.82,1.67,3682.3,43,323,0,0,0,0,0,4,F
1453,7.05,0.26,E,323,1038,,19.95,24.09,G,1,1.12,2.29,0,0,0,0,0.82,0.82,1.67,3682.3,43,323,0,0,0,0,0,4,F
1454,9.59,0.22,E,323,1038,,15.01,23.97,G,1,1.12,2.29,0,0,0,0,0.82,0.82,1.67,3682.3,43,323,0,0,0,0,0,4,F
1455,7.62,0.51,E,323,1038,,15.78,23.97,G,1,1.11,2.29,0,0,0,0,0.82,0.82,1.67,3682.3,43,323,0,0,0,0,0,4,F
1456,8.12,0.34,E,323,1038,,15.98,23.86,G,1,1.1,2.29,0,0,0,0,0.83,0.83,1.67,3682.3,43,323,0,0,0,0,0,4,F
1457,4.21,0.97,E,323,1038,,20.79,23.86,G,1,1.09,2.29,0,0,0,0,0.83,0.83,1.67,3682.3,43,323,0,0,0,0,0,4,F
1458,4.16,2.14,E,323,1038,,15.94,23.77,G,1,1.08,2.29,0,0,0,0,0.83,0.83,1.67,3682.3,43,323,0,0,0,0,0,4,F
1459,1.65,3.63,E,323,1038,,21.95,23.73,G,1,1.06,2.29,0,0,0,0,0.83,0.83,1.78,3682.3,43,323,0,0,0,0,0,4,F
1460,-0.7,1.3,C,21,1059,,24.7,25.49,G,1,1.31,2.29,0,0,0,0,0.44,0.06,42.16,585.9,2.1,21,0,0,0,0,0,5,A
1461,-1,0.57,C,21,1059,,22.8,25.34,G,1,1.28,2.29,0,0,0,0,0.44,0.06,27.46,585.9,2.1,21,0,0,0,0,0,5,A
1462,-1.8,0.5,D,21,1059,,14.8,25.08,G,1,1.26,2.29,0,0,0,0,0.44,0.06,20.83,585.9,2.1,21,0,0,0,0,0,5,A
1463,0.4,0.48,D,21,1059,,19.5,24.98,G,1,1.25,2.29,0,0,0,0,0.44,0.06,15.55,585.9,2.1,21,0,0,0,0,0,5,A
1464,-0.8,0.98,E,21,1059,,18.8,24.86,G,1,1.23,2.29,0,0,0,0,0.45,0.06,13.33,585.9,2.1,21,0,0,0,0,0,5,A
1465,-1.3,1.17,E,21,1059,,26.3,24.74,G,1,1.22,2.29,0,0,0,0,0.45,0.06,13.33,585.9,2.1,21,0,0,0,0,0,5,A
1466,-0.6,1.08,E,21,1059,,20.8,24.71,G,1,1.21,2.29,0,0,0,0,0.45,0.06,13.33,585.9,2.1,21,0,0,0,0,0,5,A
1467,-1,1.1,E,21,1059,,19.2,24.67,G,1,1.2,2.29,0,0,0,0,0.45,0.06,13.33,585.9,2.1,21,0,0,0,0,0,5,A
1468,-0.9,1.07,E,21,1059,,4.7,24.56,G,1,1.19,2.29,0,0,0,0,0.45,0.06,13.33,585.9,2.1,21,0,0,0,0,0,5,A
1469,1.3,0.7,E,21,1059,,15.9,24.59,G,1,1.19,2.29,0,0,0,0,0.45,0.06,13.33,585.9,2.1,21,0,0,0,0,0,5,A
1470,-1.2,0.6,E,21,1059,,12.6,24.52,G,1,1.18,2.29,0,0,0,0,0.45,0.06,13.33,585.9,2.1,21,0,0,0,0,0,5,A
1471,1.5,0.42,E,21,1059,,19,24.48,G,1,1.17,2.29,0,0,0,0,0.45,0.06,13.33,585.9,2.1,21,0,0,0,0,0,5,A
1472,-0.8,0.25,E,21,1059,,9.6,24.34,G,1,1.16,2.29,0,0,0,0,0.46,0.06,13.33,585.9,2.1,21,0,0,0,0,0,5,A
1473,0.5,0.33,E,21,1059,,21.9,24.36,G,1,1.16,2.29,0,0,0,0,0.46,0.06,13.33,585.9,2.1,21,0,0,0,0,0,5,A
1474,0,0.36,E,21,1059,,20.2,24.29,G,1,1.15,2.29,0,0,0,0,0.46,0.06,13.33,585.9,2.1,21,0,0,0,0,0,5,A
1475,-0.6,0.57,E,21,1059,,21.4,24.23,G,1,1.14,2.29,0,0,0,0,0.46,0.06,13.33,585.9,2.1,21,0,0,0,0,0,5,A
1476,-1.3,0.82,E,21,1059,,19.8,24.08,G,1,1.13,2.29,0,0,0,0,0.46,0.06,13.33,585.9,2.1,21,0,0,0,0,0,5,A
1477,0.4,0.86,E,21,1059,,27,24.09,G,1,1.12,2.29,0,0,0,0,0.46,0.06,13.33,585.9,2.1,21,0,0,0,0,0,5,A
1478,0.2,1.05,E,21,1059,,24.6,23.97,G,1,1.12,2.29,0,0,0,0,0.46,0.06,13.33,585.9,2.1,21,0,0,0,0,0,5,A
1479,1,1.12,E,21,1059,,23.4,23.97,G,1,1.11,2.29,0,0,0,0,0.46,0.06,13.33,585.9,2.1,21,0,0,0,0,0,5,A
1480,-0.3,1.03,E,21,1059,,24.1,23.86,G,1,1.1,2.29,0,0,0,0,0.47,0.06,13.33,585.9,2.1,21,0,0,0,0,0,5,A
1481,2.6,0.83,E,21,1059,,25,23.86,G,1,1.09,2.29,0,0,0,0,0.47,0.06,13.33,585.9,2.1,21,0,0,0,0,0,5,A
1482,-0.2,0.62,E,21,1059,,20.1,23.77,G,1,1.08,2.29,0,0,0,0,0.47,0.06,13.33,585.9,2.1,21,0,0,0,0,0,5,A
1483,0.2,0.44,E,21,1059,,23.6,23.73,G,1,1.06,2.29,0,0,0,0,0.47,0.06,15.55,585.9,2.1,21,0,0,0,0,0,5,A
1484,-0.4,1.42,C,32,1070,,24.7,25.49,G,1,1.31,2.29,0,0,0,0,0.44,0.16,15.81,585.9,5.2,32,0,0,0,0,0,5,B
1485,-0.1,1,C,32,1070,,22.8,25.34,G,1,1.28,2.29,0,0,0,0,0.44,0.16,10.3,585.9,5.2,32,0,0,0,0,0,5,B
1486,-0.4,1.07,D,32,1070,,14.8,25.08,G,1,1.26,2.29,0,0,0,0,0.44,0.16,7.81,585.9,5.2,32,0,0,0,0,0,5,B
