A,B,C,D1,D2,D4,D5,E1,E2,E3,E4,F11,F12,F13,F14,F21,F22,F23,F24,F25,F26,F31,F32,F33,F35,G,H
-0.04320305943565447,-0.00877423005052095,A,-0.02920785647639634,-0.07153940206578384,-0.17611866309122995,-0.4785647371700702,A,-0.19236492771281447,-0.24924026327146384,-0.0054700501737467355,0.8479963150621833,0.8479963150621833,0.8479963150621833,0.15059363220184435,0.3273632711774379,-0.20470878278902008,0.13317678255970197,0.6018331499468572,-0.37227534198150825,-0.15911585384239538,0.9538442864790169,-0.03820331365241544,0.7574039954279471,0.04393204541143956,-0.294617864861992,A
-0.06997682114917522,0.006180904545690413,A,-0.02920785647639634,-0.07153940206578384,-0.2898137535305064,-0.4755508733967128,A,-0.19236492771281447,-0.24924026327146384,-0.0016386325492256594,0.8479963150621833,0.8479963150621833,0.8479963150621833,0.15059363220184435,0.3226013664155331,-0.20470878278902008,0.13317678255970197,0.6018331499468572,-0.37227534198150825,-0.15911585384239538,0.9538442864790169,-0.03820331365241544,0.7574039954279471,0.04393204541143956,-0.294617864861992,A
-0.046549779649844567,0.020139030168821025,B,-0.02920785647639634,-0.07153940206578384,-0.16836672510673384,-0.47133146411401233,A,-0.19236492771281447,-0.24446243240667645,0.002192785075295416,0.8479963150621833,0.8479963150621833,0.8479963150621833,0.15059363220184435,0.3178394616536285,-0.2087573657849715,0.13317678255970197,0.6018331499468572,-0.37227534198150825,-0.15911585384239538,0.9538442864790169,-0.03820331365241544,0.7574039954279471,0.04393204541143956,-0.294617864861992,A
-0.01977601793632382,0.04705827244200149,B,-0.02920785647639634,-0.07153940206578384,-0.19937447704471833,-0.46650928207664044,A,-0.19236492771281447,-0.24446243240667645,0.006024202699816492,0.8479963150621833,0.8479963150621833,0.8479963150621833,0.15059363220184435,0.31307755689172373,-0.2087573657849715,0.13317678255970197,0.6018331499468572,-0.37227534198150825,-0.15911585384239538,0.9538442864790169,-0.03820331365241544,0.7574039954279471,0.04393204541143956,-0.294617864861992,A
0.06389198741842854,0.05802537114588982,E,-0.02920785647639634,-0.07153940206578384,-0.22263029099820666,-0.46048155452992556,A,-0.19236492771281447,-0.23968460154188906,0.009855620324337568,0.8479963150621833,0.8479963150621833,0.8479963150621833,0.15059363220184435,0.3035537473679142,-0.2087573657849715,0.13317678255970197,0.6018331499468572,-0.37227534198150825,-0.15911585384239538,0.9538442864790169,-0.03820331365241544,0.7574039954279471,0.04393204541143956,-0.294617864861992,A
-0.0833637020059356,0.06001938909205134,E,-0.02920785647639634,-0.07153940206578384,-0.3389093607656486,-0.4568649180018966,A,-0.19236492771281447,-0.23968460154188906,0.013687037948858644,0.8479963150621833,0.8479963150621833,0.8479963150621833,0.15059363220184435,0.2987918426060094,-0.2087573657849715,0.13317678255970197,0.6018331499468572,-0.37227534198150825,-0.15911585384239538,0.9538442864790169,-0.03820331365241544,0.7574039954279471,0.04393204541143956,-0.294617864861992,A
-0.05658994029241485,0.08743713585177217,E,-0.02920785647639634,-0.07153940206578384,-0.30660961916358137,-0.44722055392715276,A,-0.19236492771281447,-0.23490677067710167,0.021349873197900753,0.8479963150621833,0.8479963150621833,0.8479963150621833,0.15059363220184435,0.2892680330821999,-0.2087573657849715,0.13317678255970197,0.6018331499468572,-0.37227534198150825,-0.15911585384239538,0.9538442864790169,-0.03820331365241544,0.7574039954279471,0.04393204541143956,-0.294617864861992,A
-0.03650961900727429,0.09042816277101444,E,-0.02920785647639634,-0.07153940206578384,-0.23425819797495087,-0.4417955991351094,A,-0.19236492771281447,-0.23012893981231428,0.024223436416291582,0.8479963150621833,0.8479963150621833,0.8479963150621833,0.15059363220184435,0.2845061283202951,-0.21280594878092293,0.13317678255970197,0.6018331499468572,-0.37227534198150825,-0.15911585384239538,0.9538442864790169,-0.03820331365241544,0.7574039954279471,0.04393204541143956,-0.294617864861992,A
-0.023122738150513918,0.08793564033831255,E,-0.02920785647639634,-0.07153940206578384,-0.2639739602488527,-0.4345623260790516,A,-0.19236492771281447,-0.23012893981231428,0.028054854040812656,0.8479963150621833,0.8479963150621833,0.8479963150621833,0.15059363220184435,0.27974422355839035,-0.21280594878092293,0.13317678255970197,0.6018331499468572,-0.37227534198150825,-0.15911585384239538,0.9538442864790169,-0.03820331365241544,0.7574039954279471,0.04393204541143956,-0.294617864861992,A
-0.023122738150513918,0.0914251717440952,E,-0.02920785647639634,-0.07153940206578384,-0.14769489048141085,-0.4273290530229937,A,-0.19236492771281447,-0.22535110894752688,0.03188627166533373,0.8479963150621833,0.8479963150621833,0.8479963150621833,0.15059363220184435,0.2702204140345808,-0.21280594878092293,0.13317678255970197,0.6018331499468572,-0.37227534198150825,-0.15911585384239538,0.9538442864790169,-0.03820331365241544,0.7574039954279471,0.04393204541143956,-0.294617864861992,A
0.0003043033488167453,0.07846405509404536,E,-0.02920785647639634,-0.07153940206578384,-0.23684217730311624,-0.41768468894824984,A,-0.19236492771281447,-0.22535110894752688,0.03571768928985481,0.8479963150621833,0.8479963150621833,0.8479963150621833,0.15059363220184435,0.26069660451077126,-0.21280594878092293,0.13317678255970197,0.6018331499468572,-0.37227534198150825,-0.15911585384239538,0.9538442864790169,-0.03820331365241544,0.7574039954279471,0.04393204541143956,-0.294617864861992,A
-0.046549779649844567,0.07946106406712612,E,-0.02920785647639634,-0.07153940206578384,-0.17224269409898188,-0.408040324873506,A,-0.19236492771281447,-0.22535110894752688,0.03954910691437588,0.8479963150621833,0.8479963150621833,0.8479963150621833,0.15059363220184435,0.24641089022505697,-0.21685453177687436,0.13317678255970197,0.6018331499468572,-0.37227534198150825,-0.15911585384239538,0.9538442864790169,-0.03820331365241544,0.7574039954279471,0.04393204541143956,-0.294617864861992,A
-0.00973585729375353,0.06699845190361665,E,-0.02920785647639634,-0.07153940206578384,-0.2019584563728837,-0.39719041528941923,A,-0.19236492771281447,-0.2205732780827395,0.04338052453889692,0.8479963150621833,0.8479963150621833,0.8479963150621833,0.15059363220184435,0.23688708070124742,-0.21685453177687436,0.13317678255970197,0.6018331499468572,-0.37227534198150825,-0.15911585384239538,0.9538442864790169,-0.03820331365241544,0.7574039954279471,0.04393204541143956,-0.294617864861992,A
-0.06328338072079503,0.07148499228248005,E,-0.02920785647639634,-0.07153940206578384,-0.2019584563728837,-0.38814882396934686,A,-0.19236492771281447,-0.2205732780827395,0.047211942163417994,0.8479963150621833,0.8479963150621833,0.8479963150621833,0.15059363220184435,0.22260136641553313,-0.21685453177687436,0.13317678255970197,0.6018331499468572,-0.37227534198150825,-0.15911585384239538,0.9538442864790169,-0.03820331365241544,0.7574039954279471,0.04393204541143956,-0.294617864861992,A
-0.04320305943565447,0.06998947882285893,E,-0.02920785647639634,-0.07153940206578384,-0.23555018763903354,-0.3766961416305886,A,-0.19236492771281447,-0.21579544721795216,0.051043359787939065,0.8479963150621833,0.8479963150621833,0.8479963150621833,0.15059363220184435,0.2130775568917236,-0.22090311477282576,0.13317678255970197,0.6018331499468572,-0.37227534198150825,-0.15911585384239538,0.9538442864790169,-0.03820331365241544,0.7574039954279471,0.04393204541143956,-0.294617864861992,A
0.02038462463395731,0.07397751471518196,E,-0.02920785647639634,-0.07153940206578384,-0.26009799125660465,-0.3670517775558448,A,-0.19236492771281447,-0.21579544721795216,0.046254087757287746,0.8479963150621833,0.8479963150621833,0.8479963150621833,0.15059363220184435,0.1987918426060094,-0.22090311477282576,0.13317678255970197,0.6018331499468572,-0.37227534198150825,-0.15911585384239538,0.9538442864790169,-0.03820331365241544,0.7574039954279471,0.04393204541143956,-0.294617864861992,A
-0.04320305943565447,0.0560313531997283,E,-0.02920785647639634,-0.07153940206578384,-0.19937447704471833,-0.35740741348110094,A,-0.19236492771281447,-0.21101761635316477,0.04242267013276667,0.8479963150621833,0.8479963150621833,0.8479963150621833,0.15059363220184435,0.18926803308219986,-0.22090311477282576,0.13317678255970197,0.6018331499468572,-0.37227534198150825,-0.15911585384239538,0.9538442864790169,-0.03820331365241544,0.7574039954279471,0.04393204541143956,-0.294617864861992,A
-0.07332354136336533,0.04456575000929959,E,-0.02920785647639634,-0.07153940206578384,-0.25751401192843926,-0.3465575038970142,A,-0.19236492771281447,-0.21101761635316477,0.03763339810211534,0.8479963150621833,0.8479963150621833,0.8479963150621833,0.15059363220184435,0.17974422355839034,-0.22090311477282576,0.13317678255970197,0.6018331499468572,-0.37227534198150825,-0.15911585384239538,0.9538442864790169,-0.03820331365241544,0.7574039954279471,0.04393204541143956,-0.294617864861992,A
-0.03985633922146438,0.04606126346892073,E,-0.02920785647639634,-0.07153940206578384,-0.22133830133412402,-0.33631036706759887,A,-0.19236492771281447,-0.20623978548837738,0.03380198047759427,0.8479963150621833,0.8479963150621833,0.8479963150621833,0.15059363220184435,0.1702204140345808,-0.22495169776877716,0.13317678255970197,0.6018331499468572,-0.37227534198150825,-0.15911585384239538,0.9538442864790169,-0.03820331365241544,0.7574039954279471,0.04393204541143956,-0.294617864861992,A
-0.08671042222012569,0.02861360644000747,E,-0.02920785647639634,-0.07153940206578384,-0.1825786114116434,-0.32606323023818357,A,-0.19236492771281447,-0.20623978548837738,0.029012708446942904,0.8479963150621833,0.8479963150621833,0.8479963150621833,0.15059363220184435,0.16069660451077128,-0.22495169776877716,0.13317678255970197,0.6018331499468572,-0.37227534198150825,-0.15911585384239538,0.9538442864790169,-0.03820331365241544,0.7574039954279471,0.04393204541143956,-0.294617864861992,A
-0.016429297722133723,0.027118092980386335,E,-0.02920785647639634,-0.07153940206578384,-0.17611866309122995,-0.3152133206540968,A,-0.19236492771281447,-0.20146195462358998,0.020392018791770505,0.8479963150621833,0.8479963150621833,0.8479963150621833,0.15059363220184435,0.15117279498696173,-0.22495169776877716,0.13317678255970197,0.6018331499468572,-0.37227534198150825,-0.15911585384239538,0.9538442864790169,-0.03820331365241544,0.7574039954279471,0.04393204541143956,-0.294617864861992,A
-0.06663010093498513,0.032103137845790115,E,-0.02920785647639634,-0.07153940206578384,-0.19808248738063564,-0.30014400178730954,A,-0.19236492771281447,-0.11068316819262962,0.011771329136598105,0.8479963150621833,0.8479963150621833,0.8479963150621833,0.15059363220184435,0.14641089022505696,-0.22495169776877716,0.13317678255970197,0.6018331499468572,-0.37227534198150825,-0.15911585384239538,0.9538442864790169,-0.03820331365241544,0.7574039954279471,0.04393204541143956,-0.294617864861992,A
-0.06997682114917522,0.02362856157460368,E,-0.02920785647639634,-0.07153940206578384,-0.14381892148916278,-0.2941162742405947,A,-0.19236492771281447,-0.06290485954475576,0.00793991151207703,0.8479963150621833,0.8479963150621833,0.8479963150621833,0.15059363220184435,0.13688708070124744,-0.22900028076472856,0.13317678255970197,0.6018331499468572,-0.37227534198150825,-0.15911585384239538,0.9538442864790169,-0.03820331365241544,0.7574039954279471,0.04393204541143956,-0.294617864861992,A
