A,B,D1,D2,D4,D5,E2,E3,E4,F11,F12,F13,F14,F21,F22,F23,F24,F25,F26,F31,F32,F33,F35,G,0,1,2,3,4,0,1,2,3,0,1,2,3,4,5,6
-0.01580847609721349,-0.00877423005052095,-0.029207856476396336,-0.07153940206578384,-0.17611866309122995,-0.4785647371700702,-0.19236492771281447,-0.24924026327146384,0.022339829648976482,0.8479963150621833,0.8479963150621833,0.8479963150621833,0.4853810720579365,0.3368616476797661,-0.2263512820830677,0.3121644242173363,0.6018331499468572,-0.37227534198150825,-0.15911585384239538,0.9538442864790168,-0.03820331365241544,0.7574039954279471,0.043932045411439566,-0.4067827024038448,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
-0.04606388986329423,0.006180904545690413,-0.029207856476396336,-0.07153940206578384,-0.2898137535305064,-0.4755508733967128,-0.19236492771281447,-0.24924026327146384,0.027834076728753685,0.8479963150621833,0.8479963150621833,0.8479963150621833,0.4853810720579365,0.3325239278801295,-0.2263512820830677,0.3121644242173363,0.6018331499468572,-0.37227534198150825,-0.15911585384239538,0.9538442864790168,-0.03820331365241544,0.7574039954279471,0.043932045411439566,-0.4067827024038448,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
-0.01932531451117079,0.020139030168821025,-0.029207856476396336,-0.07153940206578384,-0.16836672510673384,-0.4713314641140123,-0.19236492771281447,-0.24446243240667645,0.033292057887019895,0.8479963150621833,0.8479963150621833,0.8479963150621833,0.4853810720579365,0.3281781378994708,-0.231418259565012,0.3121644242173363,0.6018331499468572,-0.37227534198150825,-0.15911585384239538,0.9538442864790168,-0.03820331365241544,0.7574039954279471,0.043932045411439566,-0.4067827024038448,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0.007064768358021984,0.04705827244200149,-0.029207856476396336,-0.07153940206578384,-0.19937447704471836,-0.4665092820766405,-0.19236492771281447,-0.24446243240667645,0.03871424874756446,0.8479963150621833,0.8479963150621833,0.8479963150621833,0.4853810720579365,0.3238242476532108,-0.231418259565012,0.3121644242173363,0.6018331499468572,-0.37227534198150825,-0.15911585384239538,0.9538442864790168,-0.03820331365241544,0.7574039954279471,0.043932045411439566,-0.4067827024038448,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0.07104771783335287,0.05802537114588983,-0.029207856476396336,-0.07153940206578384,-0.22263029099820664,-0.4604815545299256,-0.19236492771281447,-0.23968460154188906,0.04410111563846558,0.8479963150621833,0.8479963150621833,0.8479963150621833,0.4853810720579365,0.3150920451816108,-0.231418259565012,0.3121644242173363,0.6018331499468572,-0.37227534198150825,-0.15911585384239538,0.9538442864790168,-0.03820331365241544,0.7574039954279471,0.043932045411439566,-0.4067827024038448,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
-0.06332565830142463,0.06001938909205134,-0.029207856476396336,-0.07153940206578384,-0.3389093607656486,-0.4568649180018966,-0.19236492771281447,-0.23968460154188906,0.04945311583275875,0.8479963150621833,0.8479963150621833,0.8479963150621833,0.4853810720579365,0.3107136719393511,-0.231418259565012,0.3121644242173363,0.6018331499468572,-0.37227534198150825,-0.15911585384239538,0.9538442864790168,-0.03820331365241544,0.7574039954279471,0.043932045411439566,-0.4067827024038448,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
-0.03030512994739175,0.08743713585177218,-0.029207856476396336,-0.07153940206578384,-0.30660961916358137,-0.4472205539271528,-0.19236492771281447,-0.2349067706771017,0.06005430133860173,0.8479963150621833,0.8479963150621833,0.8479963150621833,0.4853810720579365,0.3019322276088253,-0.231418259565012,0.3121644242173363,0.6018331499468572,-0.37227534198150825,-0.15911585384239538,0.9538442864790168,-0.03820331365241544,0.7574039954279471,0.043932045411439566,-0.4067827024038448,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
-0.008973269157551025,0.09042816277101444,-0.029207856476396336,-0.07153940206578384,-0.2342581979749509,-0.4417955991351094,-0.19236492771281447,-0.2301289398123143,0.0639949655559752,0.8479963150621833,0.8479963150621833,0.8479963150621833,0.4853810720579365,0.2975290944655593,-0.23649880326791384,0.3121644242173363,0.6018331499468572,-0.37227534198150825,-0.15911585384239538,0.9538442864790168,-0.03820331365241544,0.7574039954279471,0.043932045411439566,-0.4067827024038448,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0.003968770104371631,0.08793564033831255,-0.029207856476396336,-0.07153940206578384,-0.2639739602488527,-0.4345623260790516,-0.19236492771281447,-0.2301289398123143,0.06922014024681973,0.8479963150621833,0.8479963150621833,0.8479963150621833,0.4853810720579365,0.29311764567402515,-0.23649880326791384,0.3121644242173363,0.6018331499468572,-0.37227534198150825,-0.15911585384239538,0.9538442864790168,-0.03820331365241544,0.7574039954279471,0.043932045411439566,-0.4067827024038448,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0.003968770104371631,0.0914251717440952,-0.029207856476396336,-0.07153940206578384,-0.14769489048141085,-0.4273290530229937,-0.19236492771281447,-0.2253511089475269,0.07441250357729512,0.8479963150621833,0.8479963150621833,0.8479963150621833,0.4853810720579365,0.2842696750915973,-0.23649880326791384,0.3121644242173363,0.6018331499468572,-0.37227534198150825,-0.15911585384239538,0.9538442864790168,-0.03820331365241544,0.7574039954279471,0.043932045411439566,-0.4067827024038448,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0.024605384407046776,0.07846405509404536,-0.029207856476396336,-0.07153940206578384,-0.23684217730311624,-0.4176846889482497,-0.19236492771281447,-0.2253511089475269,0.0795724650535695,0.8479963150621833,0.8479963150621833,0.8479963150621833,0.4853810720579365,0.27538806195456245,-0.23649880326791384,0.3121644242173363,0.6018331499468572,-0.37227534198150825,-0.15911585384239538,0.9538442864790168,-0.03820331365241544,0.7574039954279471,0.043932045411439566,-0.4067827024038448,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
-0.01932531451117079,0.07946106406712612,-0.029207856476396336,-0.07153940206578384,-0.17224269409898188,-0.40804032487350606,-0.19236492771281447,-0.2253511089475269,0.0847004265629951,0.8479963150621833,0.8479963150621833,0.8479963150621833,0.4853810720579365,0.2620019998718574,-0.24159298603067345,0.3121644242173363,0.6018331499468572,-0.37227534198150825,-0.15911585384239538,0.9538442864790168,-0.03820331365241544,0.7574039954279471,0.043932045411439566,-0.4067827024038448,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
